Item,Perishability_Type,Season,Mandi_Location,Wholesale_Base_Price,Temperature_C,Rainfall_MM,Fuel_Price_PKR,Distance_KM,Arrival_Trucks,Demand_Index,Spoilage_Risk,Retail_Price_PKR
Cauliflower,Medium,Winter,Quetta Satellite Town Mandi,74,3.1,10.0,284.5,393,65,3,Low,97.5
Pineapple,Low,Winter,Faisalabad Grain Market,727,5.8,16.3,284.5,304,43,4,Low,745.43
Peach (Aroo),High,Spring,Quetta Satellite Town Mandi,234,19.2,23.6,284.5,778,18,1,Medium,315.45
Cabbage,Medium,Spring,Karachi Sabzi Mandi,69,24.8,11.2,305.0,332,12,5,Low,91.83
Zucchini (Yellow),Medium,Monsoon,Faisalabad Grain Market,218,27.7,93.7,278.0,77,54,2,Medium,255.32
Wild Plum (Jaman),High,Winter,Islamabad Sabzi Mandi,198,17.1,21.2,305.0,214,73,4,Medium,241.54
Mango (Anwar Ratol),High,Monsoon,Faisalabad Grain Market,257,27.6,118.4,278.0,80,41,4,Medium,300.61
Sweet Potato (Shakarkandi),Low,Spring,Multan Goods Market,78,21.8,7.2,278.0,110,46,3,Low,84.66
Apple (Garcha),Low,Monsoon,Karachi Sabzi Mandi,278,30.4,74.1,284.5,633,45,1,High,412.92
Pineapple,Low,Spring,Quetta Satellite Town Mandi,725,25.0,16.5,292.0,325,60,4,Low,745.07
Lychee,High,Winter,Karachi Sabzi Mandi,674,5.0,7.0,292.0,675,61,3,Medium,816.38
Bottle Gourd (Lauki),Medium,Summer,Peshawar Central Mandi,89,43.4,8.6,272.5,472,104,4,Medium,129.32
Ginger,Low,Monsoon,Sukkur Grain Market,552,34.3,100.6,272.5,236,56,4,Medium,648.51
Mango (Anwar Ratol),High,Spring,Karachi Sabzi Mandi,445,27.0,22.2,305.0,873,74,4,Medium,567.46
Rambutan (Imported),High,Summer,Multan Goods Market,1272,34.7,16.9,292.0,59,87,4,Medium,1466.59
Mushroom (Button),High,Summer,Lahore Badami Bagh,388,38.4,37.9,284.5,122,10,5,High,533.08
Lemon (China),Medium,Winter,Faisalabad Grain Market,136,7.9,23.5,272.5,249,72,4,Medium,170.78
Ladyfinger (Bhindi),High,Spring,Peshawar Central Mandi,149,28.5,23.0,305.0,250,66,5,Medium,187.57
Lychee,High,Monsoon,Peshawar Central Mandi,467,34.2,79.7,292.0,226,84,1,High,644.25
Garlic (China),Low,Summer,Peshawar Central Mandi,662,32.1,19.5,284.5,516,36,4,Medium,792.37
Ginger,Low,Spring,Rawalpindi Raja Bazar,555,18.3,14.7,284.5,291,95,4,Low,572.44
Melon (Kharbooza),Medium,Spring,Sukkur Grain Market,52,25.6,12.1,284.5,234,59,5,Low,66.24
Sweet Lime (Malta),Medium,Summer,Quetta Satellite Town Mandi,205,32.3,27.8,292.0,412,16,3,Medium,261.61
Dragon Fruit,Medium,Winter,Quetta Satellite Town Mandi,1725,17.2,16.0,272.5,810,85,3,Medium,2029.89
Turnip (Shalgam),Medium,Spring,Peshawar Central Mandi,59,25.0,12.7,292.0,226,16,2,Low,73.28
Lotus Stem (Bheen),Low,Winter,Faisalabad Grain Market,118,14.1,7.9,272.5,339,30,4,Low,137.83
Lychee,High,Summer,Rawalpindi Raja Bazar,373,40.4,13.3,272.5,575,24,2,High,536.55
Arbi (Taro Root),Medium,Summer,Peshawar Central Mandi,144,41.1,18.7,292.0,630,30,2,Medium,204.22
Onion,Low,Winter,Peshawar Central Mandi,110,6.1,6.8,278.0,379,47,3,Low,132.23
Orange (Kinnow),Medium,Winter,Karachi Sabzi Mandi,135,15.1,4.2,292.0,371,92,3,Low,157.71
Avocado,Medium,Winter,Lahore Badami Bagh,1020,7.2,18.1,272.5,260,32,5,Low,1035.44
Plum (Aloo Bukhara),High,Monsoon,Rawalpindi Raja Bazar,382,26.3,40.2,305.0,598,83,5,Medium,477.57
Avocado,Medium,Winter,Faisalabad Grain Market,643,9.1,23.7,305.0,190,105,4,Medium,751.69
Garlic Sprouts,Medium,Winter,Quetta Satellite Town Mandi,141,2.9,22.4,305.0,359,6,5,Medium,188.18
Wild Plum (Jaman),High,Winter,Multan Goods Market,257,12.1,2.5,292.0,134,43,4,Low,265.56
Coriander (Dhania),High,Monsoon,Lahore Badami Bagh,70,36.0,43.7,272.5,186,6,5,High,108.27
Sweet Potato (Shakarkandi),Low,Spring,Multan Goods Market,125,24.2,18.6,278.0,215,31,4,Low,138.01
Lotus Stem (Bheen),Low,Monsoon,Hyderabad New Mandi,122,34.1,58.9,272.5,145,6,1,Medium,149.17
Peach (Aroo),High,Spring,Sukkur Grain Market,218,21.2,25.5,292.0,122,79,2,Medium,258.23
Orange (Kinnow),Medium,Winter,Quetta Satellite Town Mandi,92,8.4,13.2,278.0,777,20,5,Medium,151.87
Loquat,High,Winter,Karachi Sabzi Mandi,280,10.0,4.5,292.0,682,82,1,Medium,363.54
Potato,Low,Monsoon,Gujranwala Fruit Market,74,30.9,43.5,305.0,243,89,1,Medium,100.59
Mango (Dusehri),High,Monsoon,Faisalabad Grain Market,282,27.8,106.6,278.0,168,48,1,Medium,334.12
Garlic (Local),Low,Summer,Rawalpindi Raja Bazar,449,46.6,0.8,278.0,511,81,1,Medium,546.0
Ridge Gourd (Tori),High,Monsoon,Hyderabad New Mandi,107,29.9,114.8,278.0,232,73,3,Medium,136.67
Mustard Greens (Sarson),High,Monsoon,Lahore Badami Bagh,48,34.6,41.0,305.0,234,81,2,High,79.78
Coriander (Dhania),High,Winter,Peshawar Central Mandi,32,3.9,18.4,278.0,594,38,4,Medium,71.66
Potato,Low,Winter,Gujranwala Fruit Market,55,14.2,21.9,292.0,208,79,4,Medium,76.13
Apple (Golden),Low,Winter,Lahore Badami Bagh,161,15.6,23.6,292.0,409,46,3,Medium,210.32
Peas (Matar),High,Monsoon,Lahore Badami Bagh,115,32.5,61.1,272.5,449,45,1,Medium,157.84
Jamun,High,Summer,Lahore Badami Bagh,230,32.4,0.2,284.5,132,42,5,Low,238.35
Orange (Fruiter),Medium,Winter,Lahore Badami Bagh,180,4.2,15.0,305.0,123,101,2,Low,187.9
Peas (Matar),High,Summer,Lahore Badami Bagh,120,37.3,31.7,278.0,421,21,2,High,186.79
Green Chickpeas (Chholia),High,Summer,Gujranwala Fruit Market,157,35.9,14.3,305.0,320,88,5,Medium,201.14
Spinach (Palak),High,Monsoon,Multan Goods Market,37,33.4,115.0,305.0,98,81,4,Medium,49.0
Capsicum (Shimla Mirch),High,Monsoon,Faisalabad Grain Market,257,33.1,58.5,278.0,296,98,1,Medium,312.74
Kiwi (Imported),Medium,Winter,Peshawar Central Mandi,799,9.0,23.1,284.5,300,32,3,Medium,937.04
Dates (Aseel),Low,Spring,Quetta Satellite Town Mandi,486,27.6,1.0,292.0,599,4,1,Medium,596.24
Grapes (Black),High,Monsoon,Rawalpindi Raja Bazar,456,29.0,88.3,305.0,221,5,5,Medium,542.19
Mulberry (Shahtoot),High,Summer,Lahore Badami Bagh,295,43.3,4.8,278.0,273,43,5,Medium,355.57
Lotus Stem (Bheen),Low,Monsoon,Rawalpindi Raja Bazar,124,32.2,85.0,278.0,426,62,3,Medium,167.49
Plum (Aloo Bukhara),High,Monsoon,Gujranwala Fruit Market,421,27.5,75.2,305.0,167,89,5,Medium,495.01
Pomegranate (Kandhari),Low,Summer,Rawalpindi Raja Bazar,580,30.1,28.0,292.0,470,28,4,Medium,696.21
Lychee,High,Monsoon,Multan Goods Market,657,26.9,51.7,292.0,78,75,4,Medium,760.53
Spring Onion,High,Monsoon,Sukkur Grain Market,89,35.5,73.1,284.5,349,106,4,High,141.0
Radish (Mooli),Medium,Winter,Karachi Sabzi Mandi,51,14.5,16.4,305.0,966,88,3,Medium,120.18
Tomato,High,Summer,Hyderabad New Mandi,81,32.7,6.8,278.0,141,102,4,Low,89.34
Green Chilies,High,Spring,Quetta Satellite Town Mandi,305,25.9,7.1,292.0,269,40,4,Low,321.8
Wood Apple (Bael),Low,Spring,Quetta Satellite Town Mandi,222,23.3,24.6,305.0,362,51,4,Medium,278.65
Garlic Sprouts,Medium,Spring,Lahore Badami Bagh,172,21.3,10.3,284.5,187,66,2,Low,183.22
Pear (Nashpati),Medium,Monsoon,Islamabad Sabzi Mandi,238,29.8,99.7,292.0,549,43,3,High,355.0
Sarda,Medium,Summer,Rawalpindi Raja Bazar,103,35.8,15.3,278.0,481,81,3,Low,131.02
Cauliflower,Medium,Spring,Gujranwala Fruit Market,67,24.7,15.3,278.0,132,23,4,Low,75.39
Arbi (Taro Root),Medium,Monsoon,Faisalabad Grain Market,205,29.3,88.7,292.0,220,21,5,Medium,250.16
Strawberry,High,Spring,Karachi Sabzi Mandi,180,22.3,13.7,272.5,847,77,3,Medium,255.26
Tomato,High,Winter,Multan Goods Market,69,8.8,19.6,292.0,187,8,3,Low,81.88
Coconut (Fresh),Low,Monsoon,Islamabad Sabzi Mandi,246,32.5,119.0,284.5,471,8,5,Medium,313.32
Grapes (Sundarkhani),High,Spring,Sukkur Grain Market,476,23.9,26.7,305.0,94,24,4,Medium,554.09
Orange (Kinnow),Medium,Monsoon,Rawalpindi Raja Bazar,184,32.9,111.5,305.0,326,77,2,Medium,232.43
Coconut (Fresh),Low,Summer,Hyderabad New Mandi,243,42.0,4.8,278.0,127,85,1,Medium,286.86
Dates (Aseel),Low,Monsoon,Peshawar Central Mandi,384,27.1,101.1,292.0,678,44,5,High,560.15
Garlic Sprouts,Medium,Summer,Gujranwala Fruit Market,266,42.3,18.0,284.5,380,61,1,Medium,328.5
Tomato,High,Spring,Multan Goods Market,163,23.2,19.8,292.0,131,107,5,Low,171.18
Fenugreek (Methi),High,Winter,Hyderabad New Mandi,50,12.0,5.1,292.0,281,9,2,Low,67.99
Pear (Nashpati),Medium,Spring,Karachi Sabzi Mandi,233,28.5,21.1,272.5,440,85,2,Medium,293.03
Fig (Anjeer Fresh),High,Spring,Multan Goods Market,348,25.8,14.3,292.0,236,7,4,Low,364.61
Radish (Mooli),Medium,Summer,Peshawar Central Mandi,68,47.0,0.4,292.0,439,36,1,Medium,105.03
Pistachio Fresh,Low,Spring,Karachi Sabzi Mandi,1079,26.4,29.5,284.5,343,8,2,Medium,1262.18
Sarda,Medium,Monsoon,Hyderabad New Mandi,139,33.1,87.5,278.0,166,31,3,Medium,169.89
Mulberry (Shahtoot),High,Summer,Multan Goods Market,355,44.3,1.0,305.0,219,62,2,Medium,422.31
Dates (Rabai),Low,Winter,Faisalabad Grain Market,413,4.1,21.1,305.0,244,75,4,Medium,490.69
Green Apple,Low,Monsoon,Multan Goods Market,450,33.9,118.6,272.5,204,30,2,Medium,529.37
Lemon (China),Medium,Winter,Sukkur Grain Market,282,9.3,11.2,305.0,186,97,5,Low,294.05
Apple (Kala Kulu),Low,Spring,Multan Goods Market,405,26.0,5.4,292.0,228,9,5,Low,421.12
Fig (Anjeer Fresh),High,Winter,Multan Goods Market,567,7.2,21.5,284.5,70,82,1,Medium,656.25
Lotus Stem (Bheen),Low,Spring,Islamabad Sabzi Mandi,162,27.6,17.1,292.0,227,59,5,Low,176.18
Grapefruit,Medium,Monsoon,Multan Goods Market,115,30.3,90.9,292.0,211,75,1,Medium,145.15
Mulberry (Shahtoot),High,Monsoon,Multan Goods Market,266,28.1,74.7,292.0,64,89,1,Medium,309.84
Orange (Fruiter),Medium,Summer,Islamabad Sabzi Mandi,176,39.1,18.5,284.5,637,5,1,Medium,240.91
Mosambi (Sweet Lime),Medium,Monsoon,Faisalabad Grain Market,159,31.0,70.0,272.5,322,100,3,Medium,201.26
Onion,Low,Spring,Quetta Satellite Town Mandi,130,24.9,10.7,278.0,257,109,1,Low,144.93
Mulberry (Shahtoot),High,Summer,Faisalabad Grain Market,183,40.6,20.8,278.0,346,20,5,High,268.16
Kiwi (Imported),Medium,Spring,Gujranwala Fruit Market,685,22.2,23.5,278.0,141,8,5,Medium,798.42
Sarda,Medium,Winter,Peshawar Central Mandi,97,2.8,6.7,305.0,226,6,2,Low,112.65
Tinda,High,Summer,Multan Goods Market,117,38.9,36.5,284.5,45,75,2,High,160.74
Mushroom (Button),High,Spring,Hyderabad New Mandi,542,18.9,17.5,284.5,285,13,5,Low,560.5
Red Chili (Fresh),High,Spring,Quetta Satellite Town Mandi,337,20.0,0.4,284.5,216,53,3,Low,350.05
Garlic (China),Low,Monsoon,Multan Goods Market,581,36.4,110.1,278.0,245,93,4,Medium,682.53
Ladyfinger (Bhindi),High,Summer,Karachi Sabzi Mandi,98,34.9,34.4,292.0,901,56,1,High,187.19
Lotus Stem (Bheen),Low,Spring,Gujranwala Fruit Market,151,22.5,1.4,292.0,385,32,2,Low,174.69
Pineapple,Low,Monsoon,Sukkur Grain Market,493,28.7,92.0,284.5,222,83,5,Medium,580.38
Cherry,High,Winter,Hyderabad New Mandi,776,5.7,14.4,278.0,217,90,1,Low,788.62
Raw Mango (Keri),Medium,Summer,Gujranwala Fruit Market,91,33.3,8.3,284.5,72,61,2,Low,95.41
Pistachio Fresh,Low,Summer,Lahore Badami Bagh,1046,42.2,34.8,278.0,334,11,1,Medium,1222.62
Carrot,Medium,Summer,Karachi Sabzi Mandi,83,43.5,2.3,292.0,713,78,1,Medium,138.88
Mushroom (Button),High,Summer,Sukkur Grain Market,669,46.6,6.4,305.0,115,94,4,Medium,776.85
Apple (Golden),Low,Spring,Multan Goods Market,266,26.7,21.8,292.0,232,78,1,Medium,320.07
Banana (Sindhi),High,Winter,Hyderabad New Mandi,180,10.1,14.1,305.0,277,105,2,Low,197.69
Orange (Fruiter),Medium,Monsoon,Hyderabad New Mandi,297,27.2,117.8,272.5,192,55,1,Medium,352.53
Lemon (China),Medium,Spring,Quetta Satellite Town Mandi,215,18.8,27.3,278.0,439,15,1,Medium,272.96
Zucchini (Yellow),Medium,Spring,Peshawar Central Mandi,169,21.0,11.7,272.5,464,51,3,Low,195.6
Kiwi (Imported),Medium,Summer,Gujranwala Fruit Market,850,43.6,35.2,278.0,233,65,4,Medium,991.27
Beetroot (Chukandar),Medium,Spring,Gujranwala Fruit Market,112,26.3,3.6,284.5,203,34,3,Low,124.42
Mustard Greens (Sarson),High,Winter,Sukkur Grain Market,26,8.3,15.3,278.0,153,31,1,Low,35.0
Melon (Kharbooza),Medium,Spring,Islamabad Sabzi Mandi,78,29.8,12.2,305.0,451,83,1,Low,106.71
Wood Apple (Bael),Low,Spring,Quetta Satellite Town Mandi,148,21.6,8.4,272.5,465,86,5,Low,174.66
Mustard Greens (Sarson),High,Monsoon,Peshawar Central Mandi,48,36.2,53.6,278.0,333,21,2,High,84.5
Bitter Gourd (Karela),High,Spring,Gujranwala Fruit Market,147,25.7,25.4,284.5,111,50,2,Medium,175.81
Pomegranate (Bedana),Low,Winter,Karachi Sabzi Mandi,425,17.4,3.3,292.0,842,90,2,Medium,540.07
Sweet Lime (Malta),Medium,Summer,Karachi Sabzi Mandi,233,44.3,36.8,278.0,270,81,5,Medium,283.86
Zucchini (Yellow),Medium,Summer,Sukkur Grain Market,150,44.1,28.1,292.0,193,82,1,Medium,184.3
Banana (Sindhi),High,Winter,Rawalpindi Raja Bazar,212,11.3,19.2,272.5,156,68,1,Low,220.92
Raw Banana (Kacha Kela),Medium,Summer,Gujranwala Fruit Market,62,40.4,16.3,272.5,190,14,5,Medium,83.59
Strawberry,High,Summer,Quetta Satellite Town Mandi,485,38.9,26.2,272.5,782,80,2,High,699.26
Tomato,High,Spring,Multan Goods Market,134,24.7,20.1,292.0,176,99,4,Medium,164.99
Cauliflower,Medium,Winter,Islamabad Sabzi Mandi,44,19.7,6.5,305.0,549,47,5,Medium,85.95
Garlic (China),Low,Monsoon,Peshawar Central Mandi,529,37.9,44.3,272.5,315,80,1,Medium,626.29
Green Apple,Low,Spring,Lahore Badami Bagh,566,25.3,28.0,284.5,245,42,1,Medium,665.53
Carrot,Medium,Winter,Multan Goods Market,75,3.8,24.8,272.5,153,69,2,Medium,95.06
Pomegranate (Kandhari),Low,Spring,Hyderabad New Mandi,412,29.0,25.6,284.5,53,83,4,Medium,477.16
Drumstick (Sohanjna),Medium,Winter,Gujranwala Fruit Market,366,11.5,5.3,305.0,114,42,5,Low,373.77
Lotus Stem (Bheen),Low,Summer,Quetta Satellite Town Mandi,226,31.6,2.6,284.5,568,44,1,Medium,293.67
Fenugreek (Methi),High,Monsoon,Peshawar Central Mandi,64,33.1,96.2,278.0,293,18,3,Medium,91.28
Grapefruit,Medium,Spring,Hyderabad New Mandi,206,20.6,14.7,292.0,170,69,3,Low,216.53
Loquat,High,Summer,Lahore Badami Bagh,275,39.5,35.9,305.0,228,50,2,High,385.91
Zucchini (Yellow),Medium,Winter,Islamabad Sabzi Mandi,195,4.3,19.9,272.5,333,28,5,Low,214.68
Cherry,High,Spring,Karachi Sabzi Mandi,560,27.3,20.4,278.0,781,25,3,Medium,689.75
Kiwi (Imported),Medium,Monsoon,Sukkur Grain Market,836,29.0,44.1,284.5,282,96,1,Medium,978.16
Radish (Mooli),Medium,Monsoon,Faisalabad Grain Market,48,35.4,84.8,278.0,340,58,3,Medium,75.12
Grapes (Black),High,Spring,Quetta Satellite Town Mandi,417,25.5,25.6,278.0,574,106,3,Medium,512.92
Red Chili (Fresh),High,Summer,Peshawar Central Mandi,184,32.4,8.3,305.0,591,101,3,Medium,249.29
Wood Apple (Bael),Low,Monsoon,Gujranwala Fruit Market,208,31.1,68.3,278.0,393,97,1,Medium,262.01
Carrot,Medium,Spring,Hyderabad New Mandi,79,29.4,9.5,305.0,162,49,5,Low,89.74
Lemon (China),Medium,Spring,Rawalpindi Raja Bazar,282,28.8,16.0,272.5,376,106,5,Low,303.56
Carrot,Medium,Spring,Gujranwala Fruit Market,77,19.2,20.2,278.0,388,34,1,Medium,111.15
Zucchini,Medium,Winter,Faisalabad Grain Market,156,15.5,4.1,272.5,294,26,2,Low,173.02
Zucchini,Medium,Monsoon,Gujranwala Fruit Market,87,31.0,51.9,305.0,367,4,2,Medium,125.17
Mango (Chaunsa),High,Spring,Quetta Satellite Town Mandi,283,20.1,20.6,292.0,440,10,4,Medium,353.85
Lychee,High,Winter,Rawalpindi Raja Bazar,538,10.9,0.8,272.5,254,43,1,Low,552.52
Mustard Greens (Sarson),High,Winter,Gujranwala Fruit Market,51,18.8,17.3,305.0,321,59,1,Low,71.47
Bitter Gourd (Karela),High,Winter,Quetta Satellite Town Mandi,210,3.0,18.0,284.5,730,4,1,Medium,285.67
Raw Mango (Keri),Medium,Summer,Islamabad Sabzi Mandi,72,45.1,16.2,278.0,454,29,4,Medium,109.69
Dates (Rabai),Low,Summer,Sukkur Grain Market,422,43.6,11.6,292.0,166,80,5,Medium,495.68
Mushroom (Button),High,Spring,Karachi Sabzi Mandi,668,19.5,29.1,284.5,431,36,4,Medium,794.23
Persimmon (Amlok),Medium,Summer,Multan Goods Market,164,30.1,20.9,278.0,61,9,4,Medium,193.93
Guava (Amrood),High,Monsoon,Hyderabad New Mandi,154,27.2,87.7,272.5,59,47,3,Medium,180.73
Spinach (Palak),High,Monsoon,Rawalpindi Raja Bazar,66,26.1,45.0,305.0,297,8,2,Medium,95.77
Jamun,High,Spring,Peshawar Central Mandi,354,26.5,24.3,305.0,389,45,2,Medium,432.01
Wild Plum (Jaman),High,Spring,Rawalpindi Raja Bazar,274,27.5,5.2,284.5,485,36,3,Low,303.11
Cucumber (Kheera),High,Monsoon,Lahore Badami Bagh,109,26.1,99.9,292.0,337,22,1,Medium,146.05
Dates (Aseel),Low,Spring,Sukkur Grain Market,317,20.2,9.6,292.0,340,17,3,Low,338.43
Drumstick (Sohanjna),Medium,Spring,Peshawar Central Mandi,243,21.3,27.9,305.0,334,102,1,Medium,300.72
Mint (Pudina),High,Spring,Multan Goods Market,27,28.5,13.6,272.5,195,93,2,Low,38.17
Zucchini,Medium,Summer,Faisalabad Grain Market,64,44.3,29.8,284.5,84,98,2,Medium,78.67
Orange (Fruiter),Medium,Spring,Gujranwala Fruit Market,183,23.6,2.9,284.5,348,104,5,Low,203.84
Banana (Sindhi),High,Spring,Lahore Badami Bagh,169,27.3,20.3,305.0,99,86,3,Medium,200.8
Orange (Fruiter),Medium,Winter,Karachi Sabzi Mandi,204,4.8,12.2,305.0,537,62,3,Medium,268.94
Chiku (Sapodilla),High,Winter,Gujranwala Fruit Market,185,16.3,19.2,272.5,118,71,3,Low,191.89
Sweet Lime (Malta),Medium,Spring,Hyderabad New Mandi,211,29.7,13.9,284.5,240,37,2,Low,225.46
Custard Apple (Sharifa),High,Summer,Rawalpindi Raja Bazar,319,44.9,0.3,284.5,402,93,5,Medium,390.92
Cluster Beans (Gwar),Medium,Winter,Multan Goods Market,156,13.6,7.0,292.0,218,9,4,Low,171.06
Mango (Anwar Ratol),High,Winter,Islamabad Sabzi Mandi,352,4.8,18.5,292.0,645,75,4,Medium,444.27
Pomegranate (Bedana),Low,Spring,Gujranwala Fruit Market,703,22.5,18.4,272.5,77,52,1,Low,707.46
Melon (Kharbooza),Medium,Summer,Rawalpindi Raja Bazar,61,44.9,21.5,284.5,543,72,2,High,114.66
Potato,Low,Spring,Sukkur Grain Market,68,23.3,18.6,272.5,219,104,2,Low,80.52
Coconut (Fresh),Low,Winter,Multan Goods Market,275,19.9,3.2,305.0,75,62,5,Low,280.12
Pumpkin (Halwa Kaddu),Low,Summer,Islamabad Sabzi Mandi,61,34.9,37.4,278.0,370,67,5,Medium,91.91
Wood Apple (Bael),Low,Spring,Sukkur Grain Market,224,29.9,16.7,292.0,144,91,5,Low,233.0
Apple (Golden),Low,Monsoon,Islamabad Sabzi Mandi,347,26.2,106.4,284.5,453,70,4,Medium,426.15
Orange (Fruiter),Medium,Winter,Faisalabad Grain Market,114,13.4,13.1,292.0,346,9,2,Low,135.95
Zucchini (Yellow),Medium,Spring,Gujranwala Fruit Market,293,29.6,4.0,305.0,61,43,4,Low,297.29
Melon (Kharbooza),Medium,Summer,Gujranwala Fruit Market,56,36.2,25.1,278.0,156,100,4,Medium,73.61
Orange (Kinnow),Medium,Monsoon,Quetta Satellite Town Mandi,158,26.1,109.2,305.0,385,80,5,Medium,206.44
Apple (Kala Kulu),Low,Spring,Hyderabad New Mandi,346,27.1,7.0,292.0,45,105,2,Low,348.82
Watermelon (Tarbooz),Medium,Spring,Faisalabad Grain Market,75,21.7,9.2,284.5,188,50,5,Low,86.58
Chiku (Sapodilla),High,Winter,Rawalpindi Raja Bazar,150,17.5,8.0,305.0,293,84,5,Low,168.88
Mushroom (Button),High,Spring,Karachi Sabzi Mandi,633,21.4,22.2,284.5,931,42,4,Medium,783.55
Chiku (Sapodilla),High,Monsoon,Karachi Sabzi Mandi,123,32.9,68.7,305.0,1069,39,2,High,234.2
Cluster Beans (Gwar),Medium,Spring,Lahore Badami Bagh,158,24.9,27.6,284.5,226,15,4,Medium,196.22
Green Chilies,High,Winter,Hyderabad New Mandi,314,10.1,0.1,272.5,149,34,4,Low,322.97
Sweet Melon (Garma),Medium,Monsoon,Sukkur Grain Market,87,34.8,119.9,284.5,267,71,4,Medium,116.13
Coconut (Fresh),Low,Monsoon,Quetta Satellite Town Mandi,230,26.6,88.9,278.0,761,29,3,High,355.02
Pistachio Fresh,Low,Winter,Peshawar Central Mandi,1564,9.2,14.1,292.0,510,16,4,Medium,1830.68
Carrot,Medium,Summer,Sukkur Grain Market,60,35.5,30.1,272.5,82,44,3,Medium,73.96
Eggplant (Baingan),Medium,Monsoon,Lahore Badami Bagh,71,27.1,47.2,305.0,193,49,5,Medium,94.36
Grapes (Black),High,Summer,Karachi Sabzi Mandi,295,39.7,12.8,305.0,255,59,2,Medium,355.6
Orange (Fruiter),Medium,Monsoon,Quetta Satellite Town Mandi,197,37.1,55.4,292.0,767,53,4,High,312.94
Mango (Chaunsa),High,Monsoon,Rawalpindi Raja Bazar,299,35.3,118.0,292.0,296,76,1,High,421.72
Cabbage,Medium,Winter,Sukkur Grain Market,55,7.9,22.9,272.5,210,16,1,Medium,75.44
Zucchini (Yellow),Medium,Spring,Faisalabad Grain Market,189,21.8,16.6,272.5,112,47,1,Low,195.45
Jamun,High,Monsoon,Faisalabad Grain Market,268,26.0,61.1,278.0,140,9,4,Medium,318.11
Sweet Melon (Garma),Medium,Spring,Hyderabad New Mandi,135,18.6,0.9,272.5,219,35,5,Low,148.06
Mango (Sindhri),High,Monsoon,Quetta Satellite Town Mandi,245,37.9,101.2,305.0,725,53,2,High,376.98
Spring Onion,High,Summer,Gujranwala Fruit Market,105,36.1,27.2,278.0,178,27,2,High,152.38
Pomegranate (Bedana),Low,Spring,Faisalabad Grain Market,747,24.3,27.5,292.0,133,103,2,Medium,867.23
Kiwi (Imported),Medium,Summer,Gujranwala Fruit Market,615,34.5,20.5,284.5,328,23,4,Medium,727.44
Onion,Low,Spring,Islamabad Sabzi Mandi,87,18.1,21.8,272.5,621,10,3,Medium,136.53
Plum (Aloo Bukhara),High,Spring,Sukkur Grain Market,430,24.9,18.7,284.5,308,76,1,Low,448.31
Apple (Golden),Low,Summer,Quetta Satellite Town Mandi,372,43.1,15.3,278.0,422,25,4,Medium,452.93
Strawberry,High,Winter,Quetta Satellite Town Mandi,574,4.8,4.6,292.0,402,37,3,Low,598.81
Apple (Garcha),Low,Summer,Hyderabad New Mandi,205,43.2,39.8,292.0,88,10,2,Medium,241.92
Avocado,Medium,Winter,Hyderabad New Mandi,1037,10.1,4.3,272.5,253,81,4,Low,1051.58
Apple (Golden),Low,Winter,Islamabad Sabzi Mandi,276,3.3,12.0,305.0,492,17,2,Low,307.76
Banana (Dhaka),High,Spring,Karachi Sabzi Mandi,263,26.6,18.1,272.5,591,21,1,Medium,336.21
Colocasia Leaves,High,Summer,Gujranwala Fruit Market,69,35.2,23.8,272.5,149,108,1,High,101.65
Onion,Low,Monsoon,Islamabad Sabzi Mandi,138,32.5,57.3,284.5,483,58,5,Medium,187.71
Peach (Aroo),High,Monsoon,Peshawar Central Mandi,216,30.9,110.0,284.5,656,85,1,High,330.53
Eggplant (Baingan),Medium,Summer,Multan Goods Market,53,43.5,37.2,292.0,146,88,1,Medium,69.88
Chiku (Sapodilla),High,Monsoon,Sukkur Grain Market,245,36.7,59.8,292.0,164,91,1,High,340.78
Dates (Aseel),Low,Winter,Rawalpindi Raja Bazar,364,17.5,15.4,305.0,335,40,1,Low,385.4
Coriander (Dhania),High,Summer,Lahore Badami Bagh,59,47.3,7.8,278.0,104,35,3,Medium,74.25
Green Chickpeas (Chholia),High,Winter,Quetta Satellite Town Mandi,275,8.2,10.0,284.5,369,85,3,Low,297.03
Mint (Pudina),High,Spring,Rawalpindi Raja Bazar,70,18.3,14.4,278.0,172,74,1,Low,80.02
Watermelon (Tarbooz),Medium,Summer,Sukkur Grain Market,25,47.0,32.6,272.5,157,63,2,Medium,37.8
Onion,Low,Monsoon,Faisalabad Grain Market,99,28.4,62.6,272.5,331,19,3,Medium,133.32
Tomato,High,Monsoon,Lahore Badami Bagh,83,37.7,44.8,292.0,356,32,3,High,134.12
Garlic (Local),Low,Winter,Gujranwala Fruit Market,355,10.2,22.2,292.0,387,77,2,Medium,431.91
Spinach (Palak),High,Spring,Quetta Satellite Town Mandi,74,26.4,29.5,305.0,749,104,5,Medium,132.91
Banana (Dhaka),High,Monsoon,Faisalabad Grain Market,157,37.7,100.2,278.0,208,42,5,High,224.52
Mint (Pudina),High,Monsoon,Peshawar Central Mandi,29,31.8,89.9,284.5,446,25,1,Medium,59.96
Cauliflower,Medium,Spring,Lahore Badami Bagh,102,27.5,8.8,305.0,336,17,2,Low,123.85
Mango (Sindhri),High,Winter,Gujranwala Fruit Market,220,10.3,16.7,272.5,399,18,3,Low,243.36
Cluster Beans (Gwar),Medium,Winter,Quetta Satellite Town Mandi,174,6.9,16.4,292.0,742,93,2,Medium,245.33
